tipo,material,producto,unidad,largo_cm,ancho_cm,alto_cm,orientacion,fuente_dimension,lineas,cantidad_total,peso_kg_total,volumen_m3_total,palets_total
otros,0LI0087,GRANPECHER LICOR DE MELOCOTON 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.005050505050505051
otros,0LI0088,MALIBU LICOR DE RON DE COCO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0017543859649122807
otros,0LI0089,PONCHE CABALLERO LICOR 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,41,92.0,0.0,0.092,0.42592592592592593
otros,0LI0090,BONET ESTOMACAL 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.001388888888888889
otros,0LI0095,CALISAY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.002097,0.004166666666666667
otros,0LI0096,TRIPLE SEC PERNOD RICARD 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,6.0,0.0,0.004194,0.008771929824561403
otros,0LI0100,J&B WHISKY RARE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,33,50.0,40.0,0.034949999999999995,0.06944444444444445
otros,0LI0101,BALLANTINE'S WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,43,97.0,0.0,0.067803,0.13472222222222222
otros,0LI0102,CUTTY SARK WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,34,52.0,0.0,0.036348,0.07222222222222223
otros,0LI0104,DEWAR'S WHITE LABEL WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,8,11.0,0.0,0.007689,0.014666666666666666
otros,0LI0105,WILLIAM LAWSONS WHISKY  70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,4.0,0.0,0.002796,0.005555555555555556
otros,0LI0106,THE FAMOUS GROUSE WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.002097,0.0038461538461538464
otros,0LI0109,JOHNNIE WALKER RED WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,8,10.0,0.0,0.00699,0.01388888888888889
otros,0LI0110,CHIVAS REGAL 12 AÑOS WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,7,10.0,0.0,0.00699,0.020833333333333332
otros,0LI0111,JOHNNIE WALKER BLACK WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,7,8.0,0.0,0.005592,0.037037037037037035
otros,0LI0112,FOUR ROSES BOURBON 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,5,10.0,0.0,0.00699,0.015873015873015872
otros,0LI0113,JACK DANIELS WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,71,122.0,0.0,0.08527799999999999,0.19934640522875818
otros,0LI0114,JIM BEAM BOURBON 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0033333333333333335
otros,0LI0116,CARDHU WHISKY 12 AÑOS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,34,47.0,0.0,0.032853,0.09791666666666667
otros,0LI0117,GLENFIDDICH 12 AÑOS WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.002796,0.010416666666666666
otros,0LI0121,KNOCKANDO 12 AÑOS WHISKY,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0026041666666666665
otros,0LI0124,JAMESON WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,10,15.0,0.0,0.010485,0.025
otros,0LI0126,WHISKY DYC 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.0,0.000699,0.001388888888888889
otros,0LI0128,BAILEYS ORIGINAL CREMA WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,29,62.0,79.856,0.043338,0.12916666666666668
otros,0LI0133,TANQUERAY GIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,12,52.0,0.0,0.036348,0.10833333333333334
otros,0LI0137,YACHTING WHISKY PEACHE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,6,22.0,0.0,0.015378,0.06111111111111111
otros,0LI0139,BRANDY 1866 GRAN RESERVA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,0.0,0.004194,0.010526315789473684
otros,0LI0141,MARIE BRIZARD ANIS 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,71,87.0,0.0,0.08700000000000001,0.2265625
otros,0LI0143,PIPPERMINT GET27 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,5.0,0.0,0.003495,0.008771929824561403
otros,0LI0144,SMIRNOFF VODKA RED 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,8,26.0,0.0,0.026000000000000002,0.03611111111111111
otros,0LI0145,BRUGAL RON AÑEJO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,26,40.0,0.0,0.02796,0.06666666666666667
otros,0LI0147,LICOR MELOCOTON ICA S.ALCOHOL RIVES,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,7,17.0,20.57,0.011883,0.02361111111111111
otros,0LI0148,RIVES LICOR MANZANA SIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,18,31.0,37.51,0.021669,0.043055555555555555
otros,0LI0149,XANTIAMEN OSBORNE ORUJO BLANCO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,11,29.0,0.0,0.020270999999999997,0.06041666666666667
otros,0LI0150,XANTIAMEN OSBORNE ORUJO HIERBAS 70CL 1U,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,11,12.0,0.0,0.008388,0.025
otros,0LI0151,ERISTOFF BLACK VODKA,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.00196078431372549
otros,0LI0152,RUAVIEJA LICOR DE CAFE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,8.0,0.0,0.005592,0.016666666666666666
otros,0LI0153,RUAVIEJA ORUJO HIERBAS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,59,175.0,175.0,0.12232499999999999,0.3645833333333333
otros,0LI0159,DYC WHISKY 8 AÑOS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,5,8.0,0.0,0.005592,0.012345679012345678
otros,0LI0163,LAGAVULIN WHISKY16A 43º 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.004166666666666667
otros,0LI0172,SEAGRAM'S GIN  EXTRA DRY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,68,190.0,190.0,0.13280999999999998,0.25333333333333335
otros,0LI0181,RUAVIEJA BLANCO AGUARDIENTE ORUJO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.002796,0.003996003996003996
otros,0LI0182,JOSE CUERVO TEQUILA SILVER 38º 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.002097,0.005208333333333333
otros,0LI0185,RATAFIA RUSSET 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,108,229.0,0.0,0.160071,0.47708333333333336
otros,0LI0197,RIVES GRANADINA 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,0.0,0.002,0.003968253968253968
otros,0LI0204,J&B RARE WHISKY 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,181,407.0,0.0,0.40700000000000003,0.33916666666666667
otros,0LI0220,LEGENDARIO RON ELIXIR 7 AÑOS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,7.0,0.0,0.004893,0.0040774999999999995
otros,0LI0224,BALLANTINE'S WHISKY 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,101,180.0,0.0,0.18,0.24
otros,0LI0227,RIVES GROSELLA TROPIC 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.002097,0.00625
otros,0LI0230,MACHAQUITO ANIS SECO 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,5,8.0,0.0,0.005592,0.011111111111111112
otros,0LI0239,SANTA TERESA RON AÑEJO GRAN RESERVA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.0031746031746031746
otros,0LI0240,XANTIAMENT LIMONCELLO 70CL 1U,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,5,5.0,0.0,0.003495,0.010416666666666666
otros,0LI0241,XANTIAMEN CREMA ORUJO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.003495,0.010416666666666666
otros,0LI0247,ANIS DEL MONO DULCE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,199,538.0,0.0,0.376062,0.7472222222222222
otros,0LI0248,BEEFEATER GIN 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,25,32.0,0.0,0.032,0.02666666666666667
otros,0LI0249,CUTTY SARK WHISKY  1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,26.0,0.002,0.0016666666666666668
otros,0LI0259,JIMADOR TEQUILA REPOSADO 75CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,3.6990000000000003,0.0,0.0
otros,0LI0264,RUAVIEJA CREMA ORUJO 70CL 17º,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,18,24.0,24.0,0.016776,0.034782608695652174
otros,0LI0270,JAGERMEISTER LICOR HIERBAS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,34,92.0,0.0,0.064308,0.046
otros,0LI0289,ALBERTSON ABSENTA VERDE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.11,0.000699,0.0016666666666666668
otros,0LI0295,GRAN MARNIER ROJO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.001165
otros,0LI0296,CALVADOS PERE MAGLOIRE 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,0.0,0.0,0.0
otros,0LI0314,LICOR CREMA DE ARROZ 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0020833333333333333
otros,0LI0333,MATUSALEM AÑEJO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.002796,0.00233
otros,0LI0346,PUERTO DE INDIAS STRAWBERRY GIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,24,50.0,0.0,0.034949999999999995,0.10416666666666667
otros,0LI0362,GIRO GIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0026041666666666665
otros,0LI0372,VILLA MASSA LIMONCELLO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,9,17.0,0.0,0.0,0.0
otros,0LI0381,NORDES GIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.02,0.0026666666666666666
otros,0LI0393,TRIPLE SEC 3L DOS CRUCEIROS,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.012,0.01
otros,0LI0400,OLMECA TEQUILA CHOCOLATE 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0005825
otros,0LI0431,FIREBALL LICOR DE WHISKY CON CANELA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.001165
otros,0LI0452,MACALLAN 12 A.DOBLE CASK 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,15,16.0,0.0,0.011184,16.0
otros,0LI0453,TANQUERAY 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,24.0,0.0,0.024,0.02
otros,0LI0509,PANIZO ORUJO BLANCO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,13,20.0,28.0,0.01398,0.01165
otros,0LI0510,PANIZO ORUJO HIERBAS 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,38.0,58.900000000000006,0.026562,0.022135000000000002
otros,0LI0512,PANIZO ORUJO CAFE 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,11.0,13.53,0.007689,0.0064075
otros,0LI0521,CARDENAL MENDOZA BRANDY  70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,1.4,0.001398,0.001165
otros,0LI0538,ULLEIT RYE BOURBON  70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.0
otros,0LI0539,THE GLENROTHES 12AÑOS WHISKY 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,1.398,0.001398,0.001165
otros,0LI0542,ABSOLUT VODKA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,23,53.0,0.0,0.0,0.0
otros,0LI0560,APEROL BARBIERI 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,0.0,0.0,0.0
otros,0LI0561,CAMPARI 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,4,5.0,6.085000000000001,0.0,5.0
otros,0LI0564,ROKU GIN JAPONESA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,0.0,0.0,0.0
otros,0LI0572,FLOR DE CAÑA 5 AÑOS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,7.0,0.0,0.0,0.0
otros,0LI0598,OLMECA TEQUILA REPOSADO 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0015873015873015873
otros,0LI0658,BELUGA VODKA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.64,0.0007,0.005050505050505051
otros,0LI0666,GRAPPA NONINO FRIULANA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,3.87,0.0021,0.03571428571428571
otros,0LI0681,BARCELO IMPERIAL 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0007,0.0013333333333333333
otros,0LI0690,EL MONJE LICOR HIERBAS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,4.0,0.0,0.004,0.008333333333333333
otros,0LI0692,JOHNNIE WALKER RED LAB WHISKY 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,16,25.0,37.0,0.025,0.0496031746031746
otros,0LI0713,HAVANA CLUB ESPECIAL RON 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
otros,0LI0718,LAGAR DO FRADE LIMONCELLO PET 3L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,21,24.0,0.0,0.07200000000000001,0.05
otros,0LI0719,LAGAR DO FRADE ORUJO DE HIERBAS PET 3L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,195,263.0,0.0,0.789,1.0958333333333332
otros,0LI0720,LAGAR DO FRADE CREMA D'ORUJO PET 3L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,75,86.0,0.0,0.258,0.35833333333333334
otros,0LI0725,FUNDADOR SHERRY CASK BRANDY 70 CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0025
otros,0LI0752,BRUGAL RON DOBLE RESERVA 70cl (i),UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,0.0,0.004194,0.003495
otros,0LI0909,MACHAQUITO ANIS DULCE 1L,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0,0.002777777777777778
otros,0LI0922,XORIGUER GINEBRA 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,3,6.0,0.0,0.0,0.015625
otros,0LI0963,"TANQUERAY GIN 0,0 70CL",BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.0014,0.004166666666666667
otros,0LI0968,GLEN GRANT ARBORALIS WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.001398,0.021052631578947368
otros,0LI0974,JACK DANIELS TENNESSEE FIRE WHISKY 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,10,11.0,0.0,0.0077,0.006416666666666668
otros,0LI0981,LAGAR DO FRADE AGUARDIENTE BLANCO 3L PET,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,18,19.0,0.0,0.057,0.03958333333333333
otros,0LI0982,LAGAR DO FRADE ORUJO DE CAFE 3L PET,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,16,16.0,0.0,0.048,0.06666666666666667
otros,0LI0998,TERRAS CELTAS LICOR DE HIERBAS 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,11.0,0.0,0.0077,0.006416666666666667
otros,0LI1137,TEICHENNE LICOR CREMA FRESA TEQUILA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,28.0,19.599999999999998,0.0196,0.04666666666666667
otros,0LI1138,TERRAS CELTAS LICOR CREMA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0007,0.0005833333333333334
otros,0LI1361,JOSE CUERVO TEQUILA ESP REPOSADO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,18,29.0,0.0,0.0,0.03866666666666666
otros,0LI1592,EL AFILADOR LICOR HIERBAS 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,7,17.0,0.0,0.011899999999999999,0.009916666666666667
otros,0LI1680,KICK THE RULES CREMA MANGO TEQUILA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0005825
otros,0LI1681,KICK THE RULES CREMA FRESA TEQUILA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,9,11.0,0.0,0.007689,0.0064075
otros,0LI1709,RIVES LICOR DE MORA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.21,0.0,0.0
otros,0LI1858,HENDRICK'S FLORA ADORA GIN 70CCL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.000699,0.0005825
otros,0LI1936,CURAÇAO BLUE BOLS 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,0.0,0.012,0.01
otros,0LI2207,PUERTO DE INDIAS SWEET MELON 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,4.0,0.0,0.0028,0.0023333333333333335
otros,0LI2412,DECANO RON BEBIDA ESPIRITUOSA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,4.53,0.003,0.0025
otros,0LI2466,BEEFEATER BLACK GIN 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,4.96,0.0028,0.0023333333333333335
otros,0LI2466,BEEFEATER BLACK GIN 70CL,ZPR,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.0
otros,0LI2478,TIO PEDRO BRANDY 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,11,22.0,33.044,0.022,0.018333333333333333
otros,0LI2479,HIGHLANDER SCOTCH WHISKY 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,1.502,0.001,0.0008333333333333334
otros,0LI2482,CAN NADAL ANIS DULCE 3L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,3.004,0.002,0.0016666666666666668
otros,0LI2490,BAN PIPPERMINT 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,18.0,27.036,0.018000000000000002,0.015
otros,0LI2518,BEEFEATER SIN ALCOHOL GIN 70CL,BOT,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0007,0.0005833333333333334
otros,0LI2530,RUSHKINOFF VODKA HOSTELERIA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,2.0,3.004,0.002,0.0016666666666666668
otros,0LI2544,BRAVE HEART WHISKY HOSTELERIA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,4.506,0.003,0.0025
otros,0LI2545,PALMBRIDGE GIN HOSTELERIA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,18.0,27.036,0.018000000000000002,0.015000000000000001
otros,0LI2580,"SEAGRAM'S GIN 0,0 70CL",UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,3.0,0.0,0.002097,0.0017475
otros,0LI2585,TOMATIN 12A WHISKY 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,6,6.0,4.800000000000001,0.0042,0.0035000000000000005
otros,0LI2587,TOMATIN LEGACY WHISKY 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,5.0,4.0,0.0035,0.002916666666666667
otros,0LI2591,LA COFRADIA TEQUILA REPOSADO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.8,0.0007,0.0005833333333333334
otros,0LI2595,MACARONESIAN GIN 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,3.0,2.4000000000000004,0.0021,0.00175
otros,0LI2631,TOMATIN 12A WHISKY SHERRY 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.8,0.0007,0.0005833333333333334
otros,0LI2672,CAIMAN TRIPLE SECO  1L 1U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,4.0,4.0,0.004,0.0033333333333333335
otros,0LI2678,TAPADA LICOR DE HIERBAS 3L 1U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,24,45.0,0.0,0.0,0.0
otros,0LI2688,P-BALLANTINE'S 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,67,298.0,298.0,0.298,0.24833333333333335
otros,0LI2689,P-PUERTO DE INDIAS FRESA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,53.0,37.099999999999994,0.0371,0.03091666666666667
otros,0LI2690,P-BOMBAY SAPPHIRE AZUL 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,14.0,9.799999999999999,0.0098,0.008166666666666668
otros,0LI2691,P-BACARDI CARTA BLANCA 1L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,17.0,17.0,0.017,0.014166666666666668
otros,0LI2692,P-BAILEYS ORIG.CREMA WH 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,26.0,18.199999999999996,0.0182,0.015166666666666667
otros,0LI2693,P-MAGNO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,18,68.0,47.599999999999994,0.047599999999999996,0.03966666666666667
otros,0LI2694,P-BEEFEATER 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,6.0,4.199999999999999,0.0042,0.0035
otros,0LI2695,P-BALLANTINE'S 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,12,34.0,23.799999999999997,0.023799999999999998,0.019833333333333335
otros,0LI2696,P-BARCELO AÑEJO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,37.0,25.899999999999995,0.0259,0.021583333333333333
otros,0LI2697,P-ANIS DEL MONO DULCE 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,58,248.0,173.59999999999997,0.1736,0.14466666666666667
otros,0LI2698,P-BRUGAL AÑEJO 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,107.0,74.89999999999999,0.0749,0.06241666666666667
otros,0LI2704,P-ABSOLUT VODKA 70CL,UN,0.0,0.0,0.0,sin directa,sin dimensiones,9,67.0,67.0,0.046833,0.0390275
otros,0LI2725,P-MARTINI ROSSO 1L (r),UN,0.0,0.0,0.0,sin directa,sin dimensiones,2,2.0,3.2,0.002,0.0016666666666666668
otros,0LI2729,P-ABSOLUT VODKA 1L 1U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,5,26.0,26.0,0.026000000000000002,0.021666666666666667
otros,0LI2730,P-BEEFEATER 1L 1U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,4,16.0,16.0,0.016,0.013333333333333334
otros,0LM0007,SERVILLETA 40X40 BURDEOS 100UTKO,UN,0.0,0.0,0.0,sin directa,sin dimensiones,15,119.0,0.0,0.0,0.371875
otros,0LM0010,GC SERVILLETAS 2C 40x40 100U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,12,254.0,0.0,0.0,0.5291666666666667
otros,0LM0011,GC SERVILLETAS 2C 30x30 100U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,17,384.0,0.0,0.0,0.5
otros,0LM0020,PAPEL HIGIENICO NORMAL 2C 12U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,12,57.0,0.0,0.0,0.27403846153846156
otros,0LM0030,KH 7 DESENGRASANTE  5L,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,14.0,0.0,0.0,0.109375
otros,0LM0031,KH DESIC PROF FREGASUELOS  5L.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,15,32.0,0.0,0.16,0.25
otros,0LM0044,FLOR SUAVIZANTE PROF 10KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,3.0,0.0,0.0,0.05
otros,0LM0053,SAL GRUESA 25 Kg DESCALCIFICADOR,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.02
otros,0LM0054,SAL GARCIA SAL PASTILLA 25KG. DESCALSIF.,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,1.0,0.0,0.0,0.02
otros,0LM0068,BOLSA VILEDA AUTOTA. 55x60 30U,UN,0.0,0.0,0.0,sin directa,sin dimensiones,1,5.0,0.0,0.0,0.0016666666666666668
otros,0LM0070,SCOTCH BRITE ESTROPAJO VERDE ROLLO 6M,UN,0.0,0.0,0.0,sin directa,sin dimensiones,8,169.0,0.0,0.0,0.23472222222222222
otros,0LM0075,GAMUZA AMARILLA  MULTIUS 4M,UN,0.0,0.0,0.0,sin directa,sin dimensiones,15,24.0,0.0,0.0,0.0
otros,0LM0079,VILEDA CEPILLO MANTENIMIENTO,UN,0.0,0.0,0.0,sin directa,sin dimensiones,3,28.0,0.0,0.0,0.0
otros,0LM0092,DON PALILLO PALILLOS ENV.1000,UN,0.0,0.0,0.0,sin directa,sin dimensiones,18,28.0,0.0,0.0,0.0
otros,0LM0099,BALNIC LAVAVAJILLAS MAQ. AGUAS DURAS 6KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,76,85.0,0.0,0.0,0.5902777777777778
otros,0LM0100,BALNIC ABRILLANTADOR LAVAVAJILLAS AUTO5K,UN,0.0,0.0,0.0,sin directa,sin dimensiones,64,71.0,355.0,0.0,0.4930555555555555
otros,0LM0102,BALNIC DESENGRASANTE 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,22,25.0,125.0,0.0,0.1736111111111111
otros,0LM0104,BALNIC LIMPIACRISTALES MULTIUSOS 5LT,UN,0.0,0.0,0.0,sin directa,sin dimensiones,7,8.0,40.0,0.0,0.05555555555555555
otros,0LM0105,BALNIC LAVAVAJILLAS AGUA SEMI 6KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,20,21.0,126.0,0.0,0.14583333333333331
otros,0LM0106,BALNIC DETERGENTE AMONIACO 5KG,UN,0.0,0.0,0.0,sin directa,sin dimensiones,10,11.0,55.0,0.0,0.07638888888888888
